video_path,label,identity,dataset,split
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\052_W012.mp4,fake,052,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\278_M016.mp4,fake,278,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\398_W017.mp4,fake,398,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\581_M117.mp4,fake,581,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\082_W015.mp4,fake,082,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\655_M123.mp4,fake,655,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\010_W006.mp4,fake,010,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\642_W008.mp4,fake,642,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\248_W041.mp4,fake,248,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\078_M119.mp4,fake,078,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\024_M113.mp4,fake,024,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\403_W018.mp4,fake,403,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\413_W019.mp4,fake,413,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\775_M013.mp4,fake,775,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\843_M134.mp4,fake,843,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\162_W028.mp4,fake,162,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\365_M026.mp4,fake,365,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\883_W041.mp4,fake,883,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\489_M038.mp4,fake,489,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\468_M139.mp4,fake,468,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\382_M027.mp4,fake,382,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\151_W026.mp4,fake,151,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\066_W005.mp4,fake,066,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\700_W016.mp4,fake,700,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\490_W032.mp4,fake,490,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\276_M016.mp4,fake,276,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\184_W031.mp4,fake,184,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\696_W016.mp4,fake,696,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\111_M123.mp4,fake,111,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\885_W042.mp4,fake,885,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\182_W133.mp4,fake,182,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\759_W025.mp4,fake,759,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\990_W012.mp4,fake,990,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\488_W031.mp4,fake,488,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\702_M132.mp4,fake,702,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\306_M019.mp4,fake,306,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\514_M106.mp4,fake,514,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\987_M038.mp4,fake,987,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\183_M007.mp4,fake,183,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\857_M023.mp4,fake,857,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\330_W008.mp4,fake,330,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\075_W014.mp4,fake,075,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\009_M131.mp4,fake,009,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\823_M018.mp4,fake,823,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\681_M131.mp4,fake,681,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\632_M122.mp4,fake,632,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\377_M026.mp4,fake,377,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\272_W112.mp4,fake,272,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\291_M018.mp4,fake,291,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\194_M008.mp4,fake,194,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\110_M123.mp4,fake,110,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\340_W010.mp4,fake,340,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\619_M120.mp4,fake,619,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\361_M025.mp4,fake,361,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\242_W040.mp4,fake,242,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\799_W031.mp4,fake,799,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\235_M012.mp4,fake,235,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\364_M025.mp4,fake,364,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\427_W021.mp4,fake,427,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\049_W131.mp4,fake,049,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\699_M132.mp4,fake,699,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\592_W112.mp4,fake,592,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\370_W013.mp4,fake,370,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\449_M138.mp4,fake,449,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\921_M135.mp4,fake,921,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\451_M138.mp4,fake,451,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\821_M018.mp4,fake,821,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\707_M007.mp4,fake,707,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\842_W136.mp4,fake,842,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\305_W101.mp4,fake,305,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\919_M031.mp4,fake,919,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\245_M013.mp4,fake,245,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\116_W132.mp4,fake,116,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\753_W024.mp4,fake,753,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\483_W133.mp4,fake,483,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\331_W009.mp4,fake,331,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\838_W037.mp4,fake,838,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\580_W110.mp4,fake,580,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\794_M015.mp4,fake,794,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\610_W100.mp4,fake,610,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\526_W035.mp4,fake,526,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_4\503_W134.mp4,fake,503,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\795_W133.mp4,fake,795,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\452_M138.mp4,fake,452,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\679_M131.mp4,fake,679,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\763_W026.mp4,fake,763,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\430_W022.mp4,fake,430,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\002_M101.mp4,fake,002,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\246_W040.mp4,fake,246,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\200_W134.mp4,fake,200,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\463_M139.mp4,fake,463,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\053_W012.mp4,fake,053,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\063_M118.mp4,fake,063,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\783_W029.mp4,fake,783,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\137_W024.mp4,fake,137,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\407_M029.mp4,fake,407,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\806_W032.mp4,fake,806,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\081_M120.mp4,fake,081,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\531_W036.mp4,fake,531,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\518_M106.mp4,fake,518,DF_MANIPULATED_02,test
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\940_W100.mp4,fake,940,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\660_W131.mp4,fake,660,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\302_M105.mp4,fake,302,DF_MANIPULATED_02,val
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\958_W006.mp4,fake,958,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\756_W025.mp4,fake,756,DF_MANIPULATED_02,train
E:\manipulated_videos_part_02\manipulated_videos\end_to_end_level_3\659_W131.mp4,fake,659,DF_MANIPULATED_02,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\128_M124.mp4,fake,128,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\041_M115.mp4,fake,041,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\638_M122.mp4,fake,638,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\710_W018.mp4,fake,710,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\432_M136.mp4,fake,432,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\278_M016.mp4,fake,278,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\729_M008.mp4,fake,729,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\515_M106.mp4,fake,515,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\934_W125.mp4,fake,934,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\415_M030.mp4,fake,415,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\066_W005.mp4,fake,066,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\914_M031.mp4,fake,914,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\224_M011.mp4,fake,224,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\930_W116.mp4,fake,930,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\468_M139.mp4,fake,468,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\074_W014.mp4,fake,074,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\178_W133.mp4,fake,178,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\466_W027.mp4,fake,466,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\283_M134.mp4,fake,283,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\548_M109.mp4,fake,548,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\276_M016.mp4,fake,276,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\749_W023.mp4,fake,749,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\009_M131.mp4,fake,009,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\570_W042.mp4,fake,570,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\460_W026.mp4,fake,460,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\229_W136.mp4,fake,229,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\767_M012.mp4,fake,767,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\649_W010.mp4,fake,649,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\505_M140.mp4,fake,505,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\204_W135.mp4,fake,204,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\631_M121.mp4,fake,631,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\273_M016.mp4,fake,273,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\144_W025.mp4,fake,144,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\078_M119.mp4,fake,078,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\918_W112.mp4,fake,918,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\965_W007.mp4,fake,965,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\233_W039.mp4,fake,233,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\248_W041.mp4,fake,248,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\941_W100.mp4,fake,941,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\441_W023.mp4,fake,441,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\277_M016.mp4,fake,277,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\551_M109.mp4,fake,551,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\472_W028.mp4,fake,472,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\900_W111.mp4,fake,900,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\622_M120.mp4,fake,622,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\029_W008.mp4,fake,029,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\388_W015.mp4,fake,388,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\115_M123.mp4,fake,115,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\803_W032.mp4,fake,803,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\409_M030.mp4,fake,409,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\459_W025.mp4,fake,459,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\883_W041.mp4,fake,883,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\846_M021.mp4,fake,846,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\435_M137.mp4,fake,435,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\197_M009.mp4,fake,197,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\206_W135.mp4,fake,206,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\102_M122.mp4,fake,102,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\370_W013.mp4,fake,370,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\806_W032.mp4,fake,806,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\106_M122.mp4,fake,106,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\253_M014.mp4,fake,253,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\260_W110.mp4,fake,260,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\249_W041.mp4,fake,249,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\714_W019.mp4,fake,714,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\118_W132.mp4,fake,118,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\977_W010.mp4,fake,977,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\872_M024.mp4,fake,872,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\073_M119.mp4,fake,073,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\757_M012.mp4,fake,757,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\031_M113.mp4,fake,031,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\905_W111.mp4,fake,905,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\261_W110.mp4,fake,261,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\516_W135.mp4,fake,516,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\529_W036.mp4,fake,529,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\186_W031.mp4,fake,186,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\508_W135.mp4,fake,508,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\488_W031.mp4,fake,488,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\381_W015.mp4,fake,381,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\903_M029.mp4,fake,903,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\924_W116.mp4,fake,924,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\173_M133.mp4,fake,173,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\394_M028.mp4,fake,394,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\668_W005.mp4,fake,668,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\718_W019.mp4,fake,718,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\255_W042.mp4,fake,255,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\094_M121.mp4,fake,094,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\832_W036.mp4,fake,832,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\489_M038.mp4,fake,489,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\621_W101.mp4,fake,621,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\740_W022.mp4,fake,740,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\217_W036.mp4,fake,217,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\931_W125.mp4,fake,931,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\661_W012.mp4,fake,661,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\300_M018.mp4,fake,300,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\045_W010.mp4,fake,045,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\056_M117.mp4,fake,056,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\935_W125.mp4,fake,935,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\624_W006.mp4,fake,624,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\793_M015.mp4,fake,793,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\726_W021.mp4,fake,726,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\790_M014.mp4,fake,790,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\146_W025.mp4,fake,146,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\899_M028.mp4,fake,899,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\188_W031.mp4,fake,188,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\312_W101.mp4,fake,312,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\046_W010.mp4,fake,046,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\002_M101.mp4,fake,002,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\134_W023.mp4,fake,134,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\194_M008.mp4,fake,194,DF_MANIPULATED_03,test
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\910_M030.mp4,fake,910,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\886_M027.mp4,fake,886,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\424_M031.mp4,fake,424,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\355_W012.mp4,fake,355,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\281_W116.mp4,fake,281,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\981_W010.mp4,fake,981,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\761_W026.mp4,fake,761,DF_MANIPULATED_03,val
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\484_M038.mp4,fake,484,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\612_M119.mp4,fake,612,DF_MANIPULATED_03,train
E:\manipulated_videos_part_03\manipulated_videos\end_to_end_level_4\926_W116.mp4,fake,926,DF_MANIPULATED_03,test
